Policy.Number,Age,Years.of.Driving.Experience,Number.of.Vehicles,Gender,Married,Vehicle.Age,Fuel Type,Losses
129476,51,30,3,M,Married,0,D,642
122582,37,19,3,F,Married,1,G,297
194182,64,43,3,M,Single,7,G,227
175618,57,40,3,F,Married,2,D,544
148692,68,48,3,F,Single,6,G,183
119496,26,6,3,F,Married,7,G,347
150208,20,3,3,M,Married,11,G,475
147044,19,2,3,M,Single,15,G,480
165079,38,20,3,F,Married,14,G,263
175402,22,3,3,F,Married,6,G,447
120474,69,51,3,F,Single,3,G,182
156637,35,16,3,M,Single,6,G,474
140269,63,46,3,F,Single,13,G,48
159080,67,48,3,F,Married,6,G,189
174879,48,28,3,M,Single,10,G,410
184838,28,8,3,M,Single,8,D,513
146327,34,15,3,M,Married,10,G,344
129305,22,4,3,F,Married,7,G,392
104025,25,7,3,F,Married,14,G,192
183025,18,0,3,M,Single,2,D,1205
104939,38,18,3,F,Married,10,G,335
159250,36,19,3,M,Married,10,G,397
126244,33,12,3,F,Married,2,D,582
179886,67,47,3,F,Married,15,G,41
100467,35,17,3,F,Married,7,G,324
132587,33,14,3,F,Single,5,D,759
113624,26,6,3,M,Married,15,G,226
107052,22,3,3,M,Single,8,D,1043
176852,25,6,3,M,Single,3,D,840
109070,61,41,3,M,Married,13,G,30
129298,38,18,3,F,Married,15,G,227
103111,31,14,3,M,Single,12,G,286
173721,18,0,3,M,Married,14,G,355
103128,68,51,3,F,Single,13,G,126
143868,51,31,3,M,Married,13,G,329
138348,19,0,3,F,Married,11,G,217
199991,51,31,3,F,Single,12,G,346
155295,70,53,3,M,Married,10,G,249
103267,61,40,3,F,Married,9,G,309
181234,66,48,3,F,Married,7,G,152
182604,53,36,3,F,Married,7,G,333
180525,16,0,3,M,Married,15,G,265
104444,24,7,3,M,Married,6,G,499
137090,38,19,3,M,Single,14,G,377
107733,63,43,3,F,Single,2,G,51
199606,25,7,3,M,Single,14,D,981
152690,60,40,3,F,Married,4,G,137
120210,27,7,3,M,Married,6,G,386
164810,61,42,3,M,Single,7,G,301
119389,22,5,3,F,Married,15,G,276
129114,63,42,3,F,Single,15,G,113
141209,60,40,3,F,Single,8,G,148
153976,55,37,3,F,Married,5,G,315
106692,57,36,3,F,Single,1,D,693
162641,69,50,3,M,Single,7,G,304
110668,61,44,3,M,Single,14,G,249
186308,61,44,3,M,Married,9,G,158
163338,27,6,3,F,Single,6,G,379
141986,21,3,3,F,Married,12,G,204
157943,30,13,3,F,Married,11,G,157
190427,70,50,3,M,Married,13,G,205
158260,68,47,3,M,Married,4,G,271
107236,16,0,3,M,Married,14,G,315
176523,32,13,3,F,Single,5,D,569
102954,69,50,3,M,Married,6,G,37
130297,21,4,3,M,Single,5,D,868
168516,19,2,3,M,Married,12,G,429
187398,49,31,3,M,Married,6,G,396
163543,18,1,3,M,Married,7,D,606
167697,25,8,3,M,Married,5,D,1054
142167,51,31,3,M,Married,11,G,265
150937,66,48,3,M,Single,10,G,49
123036,48,31,3,M,Single,6,D,519
124048,16,0,3,M,Married,13,G,215
182223,34,13,3,F,Married,9,G,321
111048,18,0,3,F,Married,12,G,144
154406,17,0,3,M,Married,11,G,326
187983,63,42,3,M,Married,5,G,242
189436,66,48,3,F,Single,10,G,197
174047,39,19,3,F,Married,7,G,309
129705,20,1,3,F,Single,12,G,494
142490,22,4,3,F,Married,11,G,434
131367,35,15,3,M,Married,0,G,421
180419,39,20,3,F,Married,10,G,358
175284,40,20,3,M,Single,15,G,300
168707,63,45,3,F,Single,4,G,478
123036,22,3,3,M,Married,12,G,359
173604,25,7,3,M,Married,14,G,230
198428,42,25,3,F,Single,8,G,409
130780,55,38,3,M,Single,12,G,295
196429,21,3,3,F,Single,13,G,292
135309,26,7,3,F,Married,2,G,427
120910,66,46,3,M,Married,1,G,377
109678,68,47,3,M,Married,4,G,275
195918,16,0,3,F,Married,7,G,318
134731,63,43,3,M,Single,14,G,200
197502,27,8,3,M,Married,4,G,402
157713,49,28,3,M,Single,13,G,178
188774,61,42,3,F,Married,5,G,43
104653,27,8,3,M,Married,3,G,460
181044,70,51,3,M,Married,3,G,260
135502,59,39,3,M,Single,13,G,269
104616,22,4,3,M,Married,11,G,145
102876,16,0,3,M,Single,7,D,1084
105146,19,1,3,F,Married,12,G,411
132771,20,1,3,M,Single,8,D,861
134545,67,50,3,M,Married,6,G,59
162923,63,45,3,F,Married,2,G,452
182167,58,38,3,M,Married,6,G,347
116208,45,27,3,F,Single,5,D,666
125806,70,49,3,M,Single,9,G,99
139612,16,0,3,F,Single,15,G,243
124324,23,5,3,F,Single,13,G,349
193623,58,40,3,F,Married,4,D,602
178818,47,29,3,F,Married,10,G,269
160360,24,7,3,F,Married,13,G,360
151449,19,2,3,F,Married,7,G,349
134303,27,9,3,F,Single,9,G,423
154559,60,43,3,F,Single,4,G,220
160743,61,41,3,M,Single,12,G,42
163468,16,0,3,F,Married,11,G,86
196570,18,0,3,M,Married,13,G,278
102197,37,18,3,M,Married,7,G,337
150046,17,0,3,M,Single,1,D,721
118686,54,33,3,M,Single,14,G,174
191272,41,20,3,F,Single,9,G,373
182756,33,16,3,M,Married,7,G,339
149976,36,16,3,M,Single,9,G,445
193094,43,26,3,F,Married,9,G,339
176582,24,5,3,M,Single,11,G,346
147105,25,7,3,M,Married,15,D,591
183306,67,50,3,F,Single,7,G,69
132719,22,4,3,F,Single,13,G,451
157166,29,8,3,F,Married,10,G,332
122151,28,7,3,F,Married,14,G,115
157849,40,20,3,F,Married,2,G,449
129722,65,45,3,M,Married,13,G,211
160356,34,14,3,M,Single,1,G,481
159365,44,24,3,F,Single,7,G,339
106461,24,7,3,M,Single,12,D,859
144231,45,24,3,F,Married,9,G,360
113156,17,0,3,M,Single,14,D,629
110180,38,21,3,M,Married,9,G,371
188979,23,6,3,M,Single,7,D,647
188739,46,25,3,F,Married,1,G,462
139123,61,41,3,F,Married,12,G,201
133818,16,0,3,F,Married,12,G,148
176878,42,23,3,F,Married,6,G,352
117823,23,6,3,M,Single,7,D,1154
137279,45,24,3,F,Married,14,G,348
108566,27,6,3,F,Single,6,G,456
196516,19,1,3,M,Married,14,G,463
140672,62,44,3,F,Married,11,G,235
178277,34,14,3,F,Single,0,D,840
169962,66,48,3,F,Single,5,G,228
162477,67,47,3,F,Single,2,D,530
115364,65,44,3,F,Married,2,G,256
197138,49,31,3,M,Married,14,G,204
184381,50,33,3,M,Married,12,G,306
159702,63,45,3,M,Single,8,G,273
116640,23,4,3,M,Married,12,G,182
138717,17,0,3,F,Married,12,G,246
165452,22,5,3,F,Married,9,G,415
170850,70,53,3,M,Single,6,G,299
181456,19,1,3,M,Single,4,D,1263
118179,61,43,3,F,Married,3,G,383
132925,60,41,3,M,Married,10,G,116
185196,50,32,3,M,Single,9,G,447
199223,63,44,3,F,Married,4,G,463
194154,25,7,3,F,Single,15,G,413
193323,46,27,3,M,Married,10,G,352
199223,53,36,3,M,Single,12,G,224
191657,16,0,3,F,Single,10,G,476
113603,70,50,3,F,Married,9,G,184
127373,43,26,3,M,Single,0,D,537
198960,45,26,3,F,Married,0,G,404
160750,30,12,3,F,Single,2,D,653
124458,25,7,3,F,Single,13,D,734
100178,53,33,3,M,Single,1,G,488
189518,44,26,3,M,Single,6,G,432
136091,63,43,3,M,Married,5,G,167
172010,30,9,3,F,Single,5,D,708
165095,64,47,3,M,Single,3,G,252
153575,49,30,3,M,Married,12,G,231
146860,64,44,3,M,Married,15,G,27
172287,19,0,3,M,Single,13,D,513
111451,26,9,3,M,Single,4,D,647
147003,62,43,3,F,Married,6,G,221
157123,20,1,3,M,Single,2,D,980
171542,23,4,3,M,Single,12,D,689
155018,60,41,3,M,Married,11,G,63
194715,29,8,3,M,Married,7,G,381
125907,65,48,3,M,Single,10,G,389
145231,20,3,3,M,Single,7,D,1004
135469,28,10,3,F,Single,12,G,329
153045,16,0,3,M,Single,15,G,489
147453,60,39,3,M,Married,12,G,172
193423,64,43,3,M,Single,3,G,304
163323,54,35,3,F,Married,2,G,393
159635,64,43,3,F,Married,8,G,116
193305,64,43,3,M,Single,3,D,517
100979,68,49,3,M,Married,6,G,264
191136,16,0,3,M,Married,5,D,539
117065,66,47,3,F,Single,13,G,114
116001,35,18,3,M,Single,3,D,546
161535,28,9,3,M,Single,7,G,399
144048,19,2,3,M,Single,6,D,910
125382,52,31,3,M,Married,9,G,419
137950,34,13,3,M,Married,4,D,727
147110,66,49,3,F,Married,3,G,419
170128,17,0,3,F,Married,8,G,437
160761,53,36,3,F,Single,12,G,209
112580,50,32,3,F,Married,1,D,555
166101,21,4,3,M,Married,8,D,729
162588,47,28,3,M,Married,12,G,215
178506,45,24,3,M,Married,9,G,367
106595,25,8,3,F,Married,12,G,238
137221,29,9,3,M,Married,1,G,430
191183,63,45,3,F,Single,1,G,401
146919,49,30,3,M,Single,2,D,762
141808,41,24,3,M,Single,6,D,542
110055,45,28,3,F,Single,6,G,380
150407,27,7,3,F,Single,5,G,498
157900,18,1,3,M,Married,2,D,1224
124621,18,0,3,F,Married,8,D,563
178923,68,47,3,F,Single,14,G,131
169243,41,21,3,F,Single,7,G,416
127681,49,28,3,F,Married,10,G,286
149094,23,5,3,M,Married,12,D,543
116067,25,6,3,M,Single,14,G,490
100976,64,44,3,M,Single,13,G,68
196430,36,16,3,F,Single,7,G,325
168320,20,1,3,M,Single,15,D,633
198521,66,46,3,F,Married,12,G,84
115060,60,43,3,F,Married,6,G,196
151031,66,46,3,M,Married,3,G,339
103109,68,47,3,M,Married,9,G,366
159024,57,39,3,F,Married,14,G,156
114354,25,7,3,F,Married,14,G,230
113310,69,49,3,M,Single,14,G,64
104547,26,9,3,F,Married,8,G,300
163450,43,25,3,F,Married,7,G,309
107287,47,27,3,F,Single,6,G,334
186772,48,31,3,F,Married,9,G,301
166848,29,8,3,F,Single,4,D,649
182015,70,51,3,M,Married,10,G,56
128752,67,47,3,M,Single,12,G,130
199887,47,26,3,F,Married,12,G,142
177512,61,40,3,M,Married,9,G,136
140751,20,2,3,M,Married,15,D,524
113682,18,0,3,M,Single,10,D,1042
195087,20,1,3,M,Married,10,D,528
159384,22,5,3,F,Single,0,D,587
162392,65,46,3,F,Single,3,G,107
115708,40,22,3,M,Married,15,G,327
180685,64,43,3,M,Married,8,G,180
172398,61,41,3,M,Married,8,G,292
105440,18,0,3,F,Single,11,D,551
149035,41,22,3,M,Married,6,G,388
110976,60,43,3,M,Married,2,G,302
118158,69,49,3,F,Married,3,G,65
152550,18,0,3,M,Single,14,D,675
111261,60,40,3,F,Single,15,G,121
154621,39,19,3,F,Married,5,D,568
192971,69,52,3,F,Single,8,G,215
162628,53,32,3,M,Married,6,G,347
103876,52,33,3,M,Single,15,G,174
158579,31,12,3,F,Married,5,G,475
187488,38,21,3,M,Married,11,G,344
136158,60,41,3,M,Married,10,G,36
167587,67,48,3,F,Married,6,G,171
190560,60,41,3,M,Single,7,G,44
113081,37,18,3,F,Married,13,G,213
117402,59,40,3,F,Married,10,G,304
175750,33,16,3,M,Married,5,D,529
182494,67,50,3,F,Married,6,G,35
162801,69,50,3,F,Single,12,G,326
199576,46,29,3,M,Married,10,G,407
111513,24,6,3,F,Single,14,D,504
158191,40,21,3,F,Married,9,G,336
112495,23,6,3,F,Married,11,G,286
173785,42,21,3,F,Married,7,G,330
198365,26,8,3,M,Married,3,G,495
189113,63,44,3,M,Single,15,G,63
125046,29,11,3,M,Married,1,G,484
131602,58,38,3,M,Single,8,G,464
126128,19,1,3,F,Married,13,G,107
109794,62,45,3,F,Married,2,D,598
112537,68,50,3,F,Single,7,G,133
155767,66,48,3,F,Married,8,G,287
115554,64,45,3,M,Single,10,G,402
144156,29,12,3,F,Married,7,G,324
137052,26,7,3,F,Single,0,D,779
123516,68,47,3,M,Married,6,G,330
161449,39,21,3,M,Single,7,D,512
118462,27,10,3,F,Married,10,G,295
191198,33,16,3,M,Single,6,G,391
132674,52,32,3,F,Single,11,G,373
167952,56,38,3,F,Single,15,G,238
123231,46,26,3,M,Married,7,G,354
197258,39,18,3,F,Married,12,G,145
123535,66,46,3,F,Single,11,G,296
160497,57,37,3,M,Married,10,G,380
111170,69,51,3,M,Single,10,G,43
145235,21,4,3,F,Married,14,G,284
124430,30,12,3,M,Single,13,G,139
190303,52,33,3,F,Single,10,G,472
194931,20,1,3,M,Married,15,G,324
122442,16,0,3,M,Married,15,D,602
137314,23,4,3,F,Single,14,G,296
182938,20,2,3,M,Single,7,D,1027
179441,63,46,3,F,Single,14,G,201
128372,40,19,3,M,Married,12,G,225
130351,23,5,3,F,Single,7,D,725
148356,65,48,3,M,Married,5,G,252
169190,18,0,3,F,Single,8,D,669
196808,67,50,3,F,Married,0,G,120
196987,37,17,3,M,Single,5,D,771
184832,39,18,3,F,Single,9,G,426
152794,62,45,3,M,Married,8,G,176
116684,18,0,3,F,Married,14,G,233
164569,37,18,3,F,Single,15,G,162
153248,30,9,3,M,Single,10,G,415
120823,47,28,3,F,Married,7,G,335
137448,16,0,3,M,Single,12,D,611
158038,19,1,3,M,Single,13,G,303
111399,69,50,3,M,Single,8,G,311
160457,25,7,3,F,Single,11,G,425
156685,61,40,3,F,Single,10,G,112
132706,39,19,3,M,Single,13,G,263
169793,45,26,3,M,Single,9,G,422
153821,16,0,3,F,Married,12,G,371
115472,28,7,3,M,Married,12,G,140
127222,19,1,3,M,Single,7,D,1005
163073,24,7,3,F,Single,15,G,358
129197,25,8,3,F,Single,11,D,561
161769,68,49,3,F,Married,6,G,300
194747,42,22,3,F,Single,5,D,506
122683,56,38,3,M,Married,0,D,529
149254,19,0,3,M,Single,11,D,942
179439,61,44,3,F,Married,12,G,74
193076,37,19,3,M,Married,3,D,522
166710,51,30,3,M,Single,10,G,434
179116,57,40,3,M,Single,12,G,248
164136,35,17,3,M,Married,7,G,325
134244,31,12,3,F,Single,9,G,377
127059,57,40,3,M,Single,3,D,600
132537,68,51,3,M,Single,3,D,626
169126,20,2,3,F,Married,10,G,474
182612,29,12,3,F,Single,6,G,440
144854,63,46,3,M,Single,7,G,292
146345,55,38,3,M,Married,11,G,236
198167,20,2,3,M,Married,8,D,540
173993,60,43,3,M,Single,14,G,298
102315,25,6,3,M,Married,12,D,538
191941,39,18,3,F,Single,14,G,350
185949,16,0,3,F,Married,11,G,359
171247,20,1,3,F,Married,12,G,349
191725,19,1,3,F,Married,13,G,203
156780,23,4,3,F,Married,11,G,261
199822,19,0,3,M,Married,11,G,367
103785,65,44,3,M,Single,9,G,301
186952,20,2,3,F,Married,0,G,390
175022,66,47,3,M,Married,0,G,78
160190,30,11,3,F,Married,7,G,334
191769,56,37,3,M,Married,11,G,142
121938,41,20,3,F,Married,4,G,356
171130,24,7,3,F,Married,8,G,369
195581,58,40,3,F,Married,7,G,291
146994,20,3,3,F,Married,14,G,232
122666,16,0,3,M,Single,6,D,1048
187977,66,45,3,F,Married,10,G,201
127806,17,0,3,M,Single,11,D,911
195431,18,1,3,F,Married,10,G,402
184684,50,30,3,M,Single,5,D,529
100938,22,5,3,M,Married,13,G,412
138224,19,2,3,M,Married,10,D,542
155720,61,43,3,F,Married,9,G,132
134604,31,10,3,F,Married,7,G,362
188180,27,6,3,F,Single,6,G,427
172612,69,48,3,M,Married,6,G,61
188098,48,27,3,F,Married,10,G,343
101782,69,52,3,M,Married,10,G,368
145342,53,32,3,M,Single,7,G,437
187942,67,47,3,F,Married,3,G,87
127147,23,4,3,M,Single,14,D,638
113129,21,4,3,M,Married,13,G,162
196346,68,48,3,M,Married,10,G,185
186787,20,1,3,F,Single,0,D,1486
119660,22,3,3,M,Single,9,D,744
155683,23,4,3,M,Single,15,D,879
151864,23,4,3,F,Single,15,D,589
178849,61,41,3,F,Married,13,G,17
178567,57,40,3,M,Married,3,G,471
199733,28,7,3,F,Married,11,G,309
161476,49,29,3,F,Single,14,G,252
198567,51,33,3,F,Single,7,G,437
137959,17,0,3,F,Married,6,G,406
125732,60,41,3,M,Single,10,G,174
176997,23,4,3,F,Single,3,D,1289
173790,19,2,3,F,Married,13,G,395
108782,39,21,3,F,Single,13,G,451
114705,69,51,3,M,Single,13,G,156
173552,57,36,3,M,Single,12,G,405
177648,63,45,3,F,Single,15,G,18
101403,21,4,3,M,Single,12,G,421
194044,23,6,3,M,Married,13,G,344
182024,56,38,3,F,Single,6,G,371
130647,16,0,3,M,Single,13,G,461
183737,43,24,3,F,Single,11,G,238
142102,54,37,3,M,Married,8,G,369
180381,60,39,3,M,Single,4,G,273
144467,30,12,3,M,Single,7,D,517
135335,16,0,3,M,Single,14,G,435
113218,25,8,3,F,Married,15,G,197
129376,27,6,3,F,Single,6,G,345
115944,67,46,3,M,Single,2,D,823
118317,69,51,3,F,Married,9,G,63
150351,70,51,3,M,Single,0,D,579
100454,25,7,3,M,Single,12,D,511
155597,53,33,3,M,Single,0,D,632
159112,60,40,3,F,Single,2,G,125
141785,36,16,3,F,Married,9,G,370
140137,65,48,3,F,Single,13,G,236
128007,35,16,3,F,Single,5,D,656
138659,19,2,3,M,Married,6,D,529
105577,22,5,3,M,Single,14,D,537
116989,49,31,3,F,Single,7,G,405
120910,39,20,3,F,Single,4,D,592
198618,60,41,3,M,Single,9,G,135
198793,20,3,3,F,Single,6,D,529
179527,21,3,3,F,Single,14,G,345
114111,65,45,3,F,Married,0,G,120
154460,63,45,3,M,Married,2,G,64
123194,62,45,3,M,Married,9,G,266
172672,50,30,3,M,Single,11,G,169
185338,60,39,3,F,Single,13,G,206
185121,17,0,3,M,Single,11,D,632
161708,23,5,3,M,Married,0,D,1250
104316,27,7,3,F,Married,0,G,318
126802,43,23,3,F,Married,9,G,315
120913,26,6,3,M,Married,8,G,435
182512,64,47,3,M,Single,7,G,134
135228,19,0,3,M,Single,10,D,972
168574,66,47,3,F,Married,5,G,443
170327,62,44,3,F,Married,8,G,316
158706,42,22,3,M,Single,6,G,439
181303,62,44,3,M,Married,9,G,338
124607,21,3,3,F,Single,12,G,201
127043,16,0,3,F,Single,6,G,491
135112,60,39,3,M,Single,7,G,196
149450,18,1,3,F,Married,12,G,176
141683,64,44,3,F,Married,13,G,182
109075,19,1,3,F,Single,13,G,187
113608,40,23,3,F,Married,7,G,345
135895,18,0,3,M,Married,11,G,465
120966,26,6,3,M,Married,2,D,655
141020,65,46,3,F,Married,10,G,268
141728,61,42,3,F,Single,12,G,185
173069,35,16,3,F,Married,11,G,178
193095,46,26,3,F,Single,3,D,706
147005,69,52,3,M,Married,0,G,236
196944,38,20,3,F,Married,2,D,640
177828,23,6,3,F,Single,9,D,686
164211,63,44,3,F,Single,9,G,131
186656,64,44,3,F,Married,2,G,285
158296,37,16,3,F,Married,5,G,408
153543,54,33,3,F,Married,15,G,282
104324,48,27,3,M,Married,0,G,423
194958,58,39,3,M,Married,2,D,713
165432,46,28,3,M,Single,8,G,489
153275,38,19,3,M,Single,6,G,398
100029,68,51,3,F,Married,10,G,174
103401,29,9,3,F,Single,12,G,180
194325,68,50,3,F,Single,0,G,440
136633,16,0,3,M,Single,12,D,773
166195,20,2,3,F,Single,6,D,793
127592,63,43,3,M,Married,2,G,259
112597,67,48,3,M,Married,9,G,185
140480,47,27,3,F,Single,7,G,376
113737,60,40,3,M,Single,15,G,28
110501,44,24,3,M,Single,11,G,412
194327,67,47,3,M,Married,12,G,86
100512,40,20,3,M,Married,13,G,360
174126,29,9,3,F,Single,9,G,425
169018,69,48,3,M,Married,10,G,33
134132,57,38,3,F,Married,7,G,302
184180,70,52,3,M,Married,6,G,272
177311,37,20,3,M,Single,12,G,225
196553,50,33,3,M,Single,7,G,475
137494,21,3,3,M,Married,6,D,623
161120,64,47,3,M,Single,8,G,151
120911,44,25,3,F,Married,12,G,329
199067,19,1,3,M,Married,7,G,372
171503,33,15,3,M,Married,15,G,305
144229,30,11,3,F,Married,3,G,443
171990,19,1,3,F,Married,14,G,122
112223,47,26,3,F,Married,2,D,573
164194,43,25,3,M,Single,7,G,427
109661,46,27,3,M,Married,14,G,156
193043,24,7,3,F,Married,14,G,294
105475,39,21,3,F,Single,7,G,426
122584,16,0,3,F,Single,7,D,749
128448,45,28,3,M,Married,8,G,421
123734,68,48,3,M,Single,7,G,115
132329,20,1,3,F,Single,13,G,495
183489,39,20,3,M,Married,2,D,554
188975,38,21,3,M,Single,8,D,512
193690,68,48,3,F,Single,4,D,567
115875,22,5,3,F,Married,3,D,599
113441,37,16,3,M,Married,5,G,393
140920,19,0,3,F,Married,7,G,408
188645,43,23,3,F,Single,9,G,361
179062,67,50,3,M,Single,7,G,43
198271,67,49,3,M,Single,13,G,97
100144,55,37,3,F,Married,14,G,137
158929,65,45,3,M,Single,1,G,484
162370,37,17,3,F,Married,7,G,333
162984,42,21,3,F,Single,9,G,392
174489,68,50,3,F,Married,6,G,31
124334,60,43,3,F,Married,15,G,26
139182,20,1,3,F,Married,8,G,290
124690,67,50,3,M,Single,4,G,79
161468,43,26,3,F,Married,12,G,225
174231,16,0,3,F,Single,7,D,727
158905,67,50,3,M,Single,7,G,228
169450,60,39,3,M,Married,0,G,208
188060,37,17,3,F,Married,9,G,328
133601,16,0,3,M,Married,12,G,174
186132,21,3,3,M,Single,8,D,1309
118060,43,23,3,F,Married,0,D,503
142322,17,0,3,M,Married,13,G,326
193236,28,11,3,F,Single,9,G,441
104069,26,6,3,M,Married,2,D,618
175654,67,46,3,M,Married,12,G,105
130663,32,13,3,M,Married,9,G,375
170267,38,19,3,F,Single,9,G,359
157834,17,0,3,M,Married,14,D,606
122111,67,49,3,F,Married,6,G,135
198848,30,11,3,M,Married,1,G,488
180452,35,15,3,M,Married,9,G,358
170163,43,25,3,M,Married,6,G,408
182239,23,5,3,F,Single,9,D,769
148855,66,48,3,F,Single,5,G,414
130671,35,18,3,M,Single,8,G,418
197127,18,0,3,M,Married,15,D,727
130239,70,50,3,M,Single,13,G,175
163513,24,6,3,F,Single,13,G,165
157176,67,48,3,M,Single,14,G,413
187898,62,45,3,M,Married,11,G,139
160828,28,8,3,F,Married,12,G,143
154404,24,6,3,M,Single,13,D,938
161934,20,1,3,F,Single,14,D,644
196826,21,3,3,F,Single,11,D,592
172317,40,23,3,M,Married,8,G,319
135789,66,46,3,F,Married,3,G,149
105187,46,29,3,M,Single,15,G,279
180666,67,48,3,F,Married,5,G,38
126080,16,0,3,F,Single,14,D,677
158802,23,4,3,F,Single,15,D,525
159894,38,18,3,F,Single,11,G,195
190236,22,4,3,F,Married,12,G,377
105871,41,24,3,F,Single,11,G,241
198522,67,46,3,M,Single,0,G,252
197115,56,35,3,F,Married,9,G,319
122591,17,0,3,F,Married,6,G,290
126181,65,47,3,F,Single,3,G,72
172810,44,24,3,F,Single,3,D,517
184798,69,48,3,M,Married,1,G,69
176328,17,0,3,M,Married,14,G,202
166232,25,8,3,M,Single,13,D,733
177467,63,44,3,M,Married,1,D,566
138741,64,43,3,M,Married,9,G,36
147015,61,41,3,F,Married,3,G,178
111391,26,6,3,M,Single,5,D,997
192102,25,8,3,M,Married,13,G,152
136648,43,26,3,M,Single,10,G,454
101874,65,46,3,F,Married,5,G,321
112815,22,3,3,M,Married,6,D,682
157380,68,47,3,F,Married,9,G,333
183376,31,10,3,F,Single,9,G,419
162032,67,48,3,F,Single,11,G,77
106051,34,14,3,F,Married,6,G,325
137560,68,48,3,F,Single,8,G,343
162831,43,22,3,M,Married,10,G,354
178772,37,20,3,F,Married,10,G,309
198979,60,41,3,M,Married,10,G,62
141421,69,48,3,M,Single,7,G,159
170123,62,45,3,F,Single,11,G,32
113498,61,41,3,M,Married,2,G,459
171893,23,6,3,F,Single,8,D,527
119279,16,0,3,M,Married,12,G,188
150698,48,31,3,M,Single,10,G,431
106246,22,3,3,M,Married,15,D,556
125092,70,53,3,F,Single,2,G,235
170723,56,38,3,M,Single,1,D,581
120649,36,15,3,F,Married,9,G,345
117796,66,47,3,M,Married,6,G,316
125723,69,48,3,M,Single,4,D,786
120787,25,6,3,F,Single,13,G,397
101190,60,43,3,M,Married,10,G,102
143433,17,0,3,F,Married,11,G,380
196789,23,6,3,M,Married,14,G,223
167322,22,5,3,F,Married,13,G,297
100918,65,46,3,F,Married,14,G,247
166554,18,0,3,F,Married,12,G,145
190784,17,0,3,F,Single,11,G,283
151308,38,19,3,M,Married,12,G,312
150033,42,25,3,M,Single,15,G,167
112718,24,7,3,M,Single,7,D,1068
189882,64,45,3,F,Single,4,G,482
108351,59,38,3,F,Single,6,G,408
171952,70,50,3,M,Single,5,D,612
135956,61,41,3,M,Married,12,G,104
135088,25,8,3,M,Single,14,D,1041
165851,38,20,3,F,Single,9,G,356
189286,28,8,3,M,Single,8,G,425
165516,49,31,3,F,Married,6,G,310
171271,55,34,3,F,Married,6,G,325
186508,70,50,3,M,Single,3,D,694
110701,56,38,3,M,Married,12,G,160
172914,46,27,3,M,Single,11,G,380
131251,48,29,3,F,Single,2,G,495
118612,35,18,3,M,Married,1,D,641
175816,19,0,3,M,Single,10,D,838
107009,51,34,3,F,Single,10,G,344
172181,39,19,3,M,Married,8,G,378
173912,58,37,3,F,Single,14,G,237
162209,16,0,3,M,Married,12,G,329
141113,55,35,3,F,Single,11,G,249
166657,66,47,3,M,Married,10,G,170
154231,46,25,3,M,Single,11,G,185
116387,42,25,3,M,Single,10,G,406
162367,41,24,3,M,Married,6,G,377
167755,65,44,3,F,Married,6,G,54
102379,43,23,3,M,Married,13,G,283
161718,61,40,3,F,Married,6,G,259
175073,24,7,3,F,Married,8,G,228
137785,21,2,3,F,Married,13,G,114
160863,25,8,3,F,Married,15,G,296
165251,24,5,3,M,Married,14,G,138
161882,28,10,3,M,Single,7,G,450
136428,60,43,3,F,Single,2,G,466
